"";"ID";"Name_submitted";"Overall_score";"Name_matched_id";"Name_matched";"Name_score";"Name_matched_rank";"Author_submitted";"Author_matched";"Author_score";"Canonical_author";"Name_matched_accepted_family";"Genus_submitted";"Genus_matched";"Genus_score";"Specific_epithet_submitted";"Specific_epithet_matched";"Specific_epithet_score";"Family_submitted";"Family_matched";"Family_score";"Infraspecific_rank";"Infraspecific_epithet_matched";"Infraspecific_epithet_score";"Infraspecific_rank_2";"Infraspecific_epithet_2_matched";"Infraspecific_epithet_2_score";"Annotations";"Unmatched_terms";"Name_matched_url";"Name_matched_lsid";"Phonetic";"Taxonomic_status";"Accepted_name";"Accepted_species";"Accepted_name_author";"Accepted_name_id";"Accepted_name_rank";"Accepted_name_url";"Accepted_name_lsid";"Accepted_family";"Overall_score_order";"Highertaxa_score_order";"Source";"Warnings";"WarningsEng"
"199";"199";"Origanum vulgare agg.";0,9;"255809";"Origanum vulgare";1;"species";"";"";NA;"L.";"Lamiaceae";"Origanum";"Origanum";1;"vulgare";"vulgare";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:453395-1";"";"Y";"Accepted";"Origanum vulgare";"Origanum vulgare";"L.";"255809";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:453395-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"200";"200";"Orobanche gracilis";1;"382204";"Orobanche gracilis";1;"species";"";"";NA;"Sm.";"Orobanchaceae";"Orobanche";"Orobanche";1;"gracilis";"gracilis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:662378-1";"";"Y";"Accepted";"Orobanche gracilis";"Orobanche gracilis";"Sm.";"382204";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:662378-1";"";"Orobanchaceae";"1";"1";"wcvp";"0";""
"201";"201";"Peucedanum oreoselinum";1;"1596576";"Peucedanum oreoselinum";1;"species";"";"";NA;"(L.) Moench";"Apiaceae";"Peucedanum";"Peucedanum";1;"oreoselinum";"oreoselinum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:846307-1";"";"Y";"Accepted";"Peucedanum oreoselinum";"Peucedanum oreoselinum";"(L.) Moench";"1596576";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:846307-1";"";"Apiaceae";"1";"1";"wcvp";"0";""
"202";"202";"Phleum phleoides";1;"881795";"Phleum phleoides";1;"species";"";"";NA;"(L.) H.Karst.";"Poaceae";"Phleum";"Phleum";1;"phleoides";"phleoides";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:415866-1";"";"Y";"Accepted";"Phleum phleoides";"Phleum phleoides";"(L.) H.Karst.";"881795";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:415866-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"203";"203";"Picris hieracioides agg.";0,9;"84523";"Picris hieracioides";1;"species";"";"";NA;"L.";"Asteraceae";"Picris";"Picris";1;"hieracioides";"hieracioides";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237848-1";"";"Y";"Accepted";"Picris hieracioides";"Picris hieracioides";"L.";"84523";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237848-1";"";"Asteraceae";"1";"1";"wcvp";"2";"[Ambiguous]"
"204";"204";"Pilosella officinarum";1;"68007";"Pilosella officinarum";1;"species";"";"";NA;"Vaill.";"Asteraceae";"Pilosella";"Pilosella";1;"officinarum";"officinarum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77133566-1";"";"Y";"Accepted";"Pilosella officinarum";"Pilosella officinarum";"Vaill.";"68007";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77133566-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"205";"205";"Pimpinella saxifraga agg.";0,9;"385605";"Pimpinella saxifraga";1;"species";"";"";NA;"L.";"Apiaceae";"Pimpinella";"Pimpinella";1;"saxifraga";"saxifraga";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847025-1";"";"Y";"Accepted";"Pimpinella saxifraga";"Pimpinella saxifraga";"L.";"385605";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847025-1";"";"Apiaceae";"1";"1";"wcvp";"0";""
"206";"206";"Plantago lanceolata";1;"480414";"Plantago lanceolata";1;"species";"";"";NA;"L.";"Plantaginaceae";"Plantago";"Plantago";1;"lanceolata";"lanceolata";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321285-2";"";"Y";"Accepted";"Plantago lanceolata";"Plantago lanceolata";"L.";"480414";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321285-2";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"207";"207";"Plantago media agg.";0,9;"480384";"Plantago media";1;"species";"";"";NA;"L.";"Plantaginaceae";"Plantago";"Plantago";1;"media";"media";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685411-1";"";"Y";"Accepted";"Plantago media";"Plantago media";"L.";"480384";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685411-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"208";"208";"Poa annua agg.";0,9;"883240";"Poa annua";1;"species";"";"";NA;"L.";"Poaceae";"Poa";"Poa";1;"annua";"annua";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320035-2";"";"Y";"Accepted";"Poa annua";"Poa annua";"L.";"883240";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320035-2";"";"Poaceae";"1";"1";"wcvp";"0";""
"209";"209";"Poa pratensis agg.";0,9;"885096";"Poa pratensis";1;"species";"";"";NA;"L.";"Poaceae";"Poa";"Poa";1;"pratensis";"pratensis";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:417792-1";"";"Y";"Accepted";"Poa pratensis";"Poa pratensis";"L.";"885096";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:417792-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"210";"210";"Polygala amara agg.";0,9;"477867";"Polygala amara";1;"species";"";"";NA;"L.";"Polygalaceae";"Polygala";"Polygala";1;"amara";"amara";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:691018-1";"";"Y";"Accepted";"Polygala amara";"Polygala amara";"L.";"477867";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:691018-1";"";"Polygalaceae";"1";"1";"wcvp";"0";""
"211";"211";"Polygonatum odoratum";1;"708434";"Polygonatum odoratum";1;"species";"";"";NA;"(Mill.) Druce";"Asparagaceae";"Polygonatum";"Polygonatum";1;"odoratum";"odoratum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540195-1";"";"Y";"Accepted";"Polygonatum odoratum";"Polygonatum odoratum";"(Mill.) Druce";"708434";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540195-1";"";"Asparagaceae";"1";"1";"wcvp";"0";""
"212";"212";"Populus nigra";1;"919867";"Populus nigra";1;"species";"";"";NA;"L.";"Salicaceae";"Populus";"Populus";1;"nigra";"nigra";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:776790-1";"";"Y";"Accepted";"Populus nigra";"Populus nigra";"L.";"919867";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:776790-1";"";"Salicaceae";"1";"1";"wcvp";"0";""
"213";"213";"Populus tremula";1;"919775";"Populus tremula";1;"species";"";"";NA;"L.";"Salicaceae";"Populus";"Populus";1;"tremula";"tremula";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302387-2";"";"Y";"Accepted";"Populus tremula";"Populus tremula";"L.";"919775";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302387-2";"";"Salicaceae";"1";"1";"wcvp";"0";""
"214";"214";"Potentilla cinerea";1;"1008968";"Potentilla cinerea";1;"species";"";"";NA;"Chaix ex Vill.";"Rosaceae";"Potentilla";"Potentilla";1;"cinerea";"cinerea";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:727870-1";"";"Y";"Accepted";"Potentilla cinerea";"Potentilla cinerea";"Chaix ex Vill.";"1008968";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:727870-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"215";"215";"Potentilla verna agg.";0,9;"1000309";"Potentilla verna";1;"species";"";"";NA;"L.";"Rosaceae";"Potentilla";"Potentilla";1;"verna";"verna";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324741-2";"";"Y";"Accepted";"Potentilla verna";"Potentilla verna";"L.";"1000309";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324741-2";"";"Rosaceae";"1";"1";"wcvp";"0";""
"216";"216";"Primula veris";1;"476574";"Primula veris";1;"species";"";"";NA;"L.";"Primulaceae";"Primula";"Primula";1;"veris";"veris";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:702751-1";"";"Y";"Accepted";"Primula veris";"Primula veris";"L.";"476574";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:702751-1";"";"Primulaceae";"1";"1";"wcvp";"0";""
"217";"217";"Prunella grandiflora";1;"278700";"Prunella grandiflora";1;"species";"";"";NA;"(L.) Turra";"Lamiaceae";"Prunella";"Prunella";1;"grandiflora";"grandiflora";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60464253-2";"";"Y";"Accepted";"Prunella grandiflora";"Prunella grandiflora";"(L.) Turra";"278700";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60464253-2";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"218";"218";"Prunus spinosa agg.";0,9;"998032";"Prunus spinosa";1;"species";"";"";NA;"L.";"Rosaceae";"Prunus";"Prunus";1;"spinosa";"spinosa";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:730297-1";"";"Y";"Accepted";"Prunus spinosa";"Prunus spinosa";"L.";"998032";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:730297-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"219";"219";"Pulicaria vulgaris";1;"131349";"Pulicaria vulgaris";1;"species";"";"";NA;"Gaertn.";"Asteraceae";"Pulicaria";"Pulicaria";1;"vulgaris";"vulgaris";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:240626-1";"";"Y";"Accepted";"Pulicaria vulgaris";"Pulicaria vulgaris";"Gaertn.";"131349";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:240626-1";"";"Asteraceae";"1";"1";"wcvp";"2";"[Ambiguous]"
"220";"220";"Pulsatilla patens";1;"465740";"Pulsatilla patens";1;"species";"";"";NA;"(L.) Mill.";"Ranunculaceae";"Pulsatilla";"Pulsatilla";1;"patens";"patens";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30094592-2";"";"Y";"Accepted";"Pulsatilla patens";"Pulsatilla patens";"(L.) Mill.";"465740";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30094592-2";"";"Ranunculaceae";"1";"1";"wcvp";"0";""
"221";"221";"Pulsatilla vulgaris agg.";0,9;"465691";"Pulsatilla vulgaris";1;"species";"";"";NA;"Mill.";"Ranunculaceae";"Pulsatilla";"Pulsatilla";1;"vulgaris";"vulgaris";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712079-1";"";"Y";"Accepted";"Pulsatilla vulgaris";"Pulsatilla vulgaris";"Mill.";"465691";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712079-1";"";"Ranunculaceae";"1";"1";"wcvp";"0";""
"222";"222";"Ranunculus bulbosus agg.";0,9;"455563";"Ranunculus bulbosus";1;"species";"";"";NA;"L.";"Ranunculaceae";"Ranunculus";"Ranunculus";1;"bulbosus";"bulbosus";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712367-1";"";"Y";"Accepted";"Ranunculus bulbosus";"Ranunculus bulbosus";"L.";"455563";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712367-1";"";"Ranunculaceae";"1";"1";"wcvp";"0";""
"223";"223";"Rhinanthus glacialis";1;"1123791";"Rhinanthus glacialis";1;"species";"";"";NA;"Personnat";"Orobanchaceae";"Rhinanthus";"Rhinanthus";1;"glacialis";"glacialis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808763-1";"";"Y";"Accepted";"Rhinanthus glacialis";"Rhinanthus glacialis";"Personnat";"1123791";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808763-1";"";"Orobanchaceae";"1";"1";"wcvp";"0";""
"224";"224";"Rhinanthus minor";1;"739316";"Rhinanthus minor";1;"species";"";"";NA;"L.";"Orobanchaceae";"Rhinanthus";"Rhinanthus";1;"minor";"minor";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30116962-2";"";"Y";"Accepted";"Rhinanthus minor";"Rhinanthus minor";"L.";"739316";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30116962-2";"";"Orobanchaceae";"1";"1";"wcvp";"0";""
"225";"225";"Rubus";1;"1415146";"Rubus";1;"genus";"";"";NA;"L.";"Rosaceae";"Rubus";"Rubus";1;"";"";NA;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000199-2";"";"Y";"Accepted";"Rubus";"";"L.";"1415146";"genus";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000199-2";"";"Rosaceae";"1";"1";"wcvp";"0";""
"226";"226";"Rubus caesius";1;"1007437";"Rubus caesius";1;"species";"";"";NA;"L.";"Rosaceae";"Rubus";"Rubus";1;"caesius";"caesius";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:735608-1";"";"Y";"Accepted";"Rubus caesius";"Rubus caesius";"L.";"1007437";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:735608-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"227";"227";"Rumex acetosa";1;"397922";"Rumex acetosa";1;"species";"";"";NA;"L.";"Polygonaceae";"Rumex";"Rumex";1;"acetosa";"acetosa";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332105-2";"";"Y";"Accepted";"Rumex acetosa";"Rumex acetosa";"L.";"397922";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332105-2";"";"Polygonaceae";"1";"1";"wcvp";"0";""
"228";"228";"Salix eleagnos";1;"920118";"Salix eleagnos";1;"species";"";"";NA;"Scop.";"Salicaceae";"Salix";"Salix";1;"eleagnos";"eleagnos";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777510-1";"";"Y";"Accepted";"Salix eleagnos";"Salix eleagnos";"Scop.";"920118";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777510-1";"";"Salicaceae";"1";"1";"wcvp";"0";""
"229";"229";"Salvia pratensis agg.";0,9;"296972";"Salvia pratensis";1;"species";"";"";NA;"L.";"Lamiaceae";"Salvia";"Salvia";1;"pratensis";"pratensis";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457007-1";"";"Y";"Accepted";"Salvia pratensis";"Salvia pratensis";"L.";"296972";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457007-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"230";"230";"Salvia verticillata";1;"297585";"Salvia verticillata";1;"species";"";"";NA;"L.";"Lamiaceae";"Salvia";"Salvia";1;"verticillata";"verticillata";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457502-1";"";"Y";"Accepted";"Salvia verticillata";"Salvia verticillata";"L.";"297585";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457502-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"231";"231";"Sanguisorba minor";1;"1006035";"Sanguisorba minor";1;"species";"";"";NA;"Scop.";"Rosaceae";"Sanguisorba";"Sanguisorba";1;"minor";"minor";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741394-1";"";"Y";"Accepted";"Sanguisorba minor";"Sanguisorba minor";"Scop.";"1006035";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741394-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"232";"232";"Scabiosa canescens";1;"494058";"Scabiosa canescens";1;"species";"";"";NA;"Waldst. & Kit.";"Caprifoliaceae";"Scabiosa";"Scabiosa";1;"canescens";"canescens";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319769-1";"";"Y";"Accepted";"Scabiosa canescens";"Scabiosa canescens";"Waldst. & Kit.";"494058";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319769-1";"";"Caprifoliaceae";"1";"1";"wcvp";"0";""
"233";"233";"Scabiosa columbaria agg.";0,9;"493975";"Scabiosa columbaria";1;"species";"";"";NA;"L.";"Caprifoliaceae";"Scabiosa";"Scabiosa";1;"columbaria";"columbaria";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319793-1";"";"Y";"Accepted";"Scabiosa columbaria";"Scabiosa columbaria";"L.";"493975";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319793-1";"";"Caprifoliaceae";"1";"1";"wcvp";"0";""
"234";"234";"Securigera varia";1;"183901";"Securigera varia";1;"species";"";"";NA;"(L.) Lassen";"Fabaceae";"Securigera";"Securigera";1;"varia";"varia";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:946592-1";"";"Y";"Synonym";"Coronilla varia";"Coronilla varia";"L.";"208984";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487281-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"235";"235";"Sedum acre";1;"431253";"Sedum acre";1;"species";"";"";NA;"L.";"Crassulaceae";"Sedum";"Sedum";1;"acre";"acre";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274996-1";"";"Y";"Accepted";"Sedum acre";"Sedum acre";"L.";"431253";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274996-1";"";"Crassulaceae";"1";"1";"wcvp";"0";""
"236";"236";"Seseli annuum agg.";0,9;"428854";"Seseli annuum";1;"species";"";"";NA;"L.";"Apiaceae";"Seseli";"Seseli";1;"annuum";"annuum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:848452-1";"";"Y";"Accepted";"Seseli annuum";"Seseli annuum";"L.";"428854";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:848452-1";"";"Apiaceae";"1";"1";"wcvp";"0";""
"237";"237";"Sesleria varia agg.";0,9;"890640";"Sesleria varia";1;"species";"";"";NA;"(Jacq.) Wettst.";"Poaceae";"Sesleria";"Sesleria";1;"varia";"varia";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77247000-1";"";"Y";"Synonym";"Sesleria caerulea";"Sesleria caerulea";"(L.) Ard.";"890468";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1005554-2";"";"Poaceae";"1";"1";"wcvp";"0";""
"238";"238";"Silene nutans agg.";0,9;"434903";"Silene nutans";1;"species";"";"";NA;"L.";"Caryophyllaceae";"Silene";"Silene";1;"nutans";"nutans";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:157927-1";"";"Y";"Accepted";"Silene nutans";"Silene nutans";"L.";"434903";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:157927-1";"";"Caryophyllaceae";"1";"1";"wcvp";"0";""
"239";"239";"Silene vulgaris";1;"434305";"Silene vulgaris";1;"species";"";"";NA;"(Moench) Garcke";"Caryophyllaceae";"Silene";"Silene";1;"vulgaris";"vulgaris";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:158668-1";"";"Y";"Accepted";"Silene vulgaris";"Silene vulgaris";"(Moench) Garcke";"434305";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:158668-1";"";"Caryophyllaceae";"1";"1";"wcvp";"0";""
"240";"240";"Tanacetum corymbosum agg.";0,9;"3696";"Tanacetum corymbosum";1;"species";"";"";NA;"(L.) Sch.Bip.";"Asteraceae";"Tanacetum";"Tanacetum";1;"corymbosum";"corymbosum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:252281-1";"";"Y";"Accepted";"Tanacetum corymbosum";"Tanacetum corymbosum";"(L.) Sch.Bip.";"3696";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:252281-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"241";"241";"Taraxacum";1;"1417869";"Taraxacum";1;"genus";"";"";NA;"F.H.Wigg.";"Asteraceae";"Taraxacum";"Taraxacum";1;"";"";NA;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328762-2";"";"Y";"Accepted";"Taraxacum";"";"F.H.Wigg.";"1417869";"genus";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328762-2";"";"Asteraceae";"1";"1";"wcvp";"0";""
"242";"242";"Teucrium montanum";1;"317279";"Teucrium montanum";1;"species";"";"";NA;"L.";"Lamiaceae";"Teucrium";"Teucrium";1;"montanum";"montanum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460563-1";"";"Y";"Accepted";"Teucrium montanum";"Teucrium montanum";"L.";"317279";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460563-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"243";"243";"Thesium pyrenaicum";1;"449093";"Thesium pyrenaicum";1;"species";"";"";NA;"Pourr.";"Santalaceae";"Thesium";"Thesium";1;"pyrenaicum";"pyrenaicum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781060-1";"";"Y";"Accepted";"Thesium pyrenaicum";"Thesium pyrenaicum";"Pourr.";"449093";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781060-1";"";"Santalaceae";"1";"1";"wcvp";"0";""
"244";"244";"Thymus praecox agg.";0,9;"319494";"Thymus praecox";1;"species";"";"";NA;"Opiz";"Lamiaceae";"Thymus";"Thymus";1;"praecox";"praecox";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:461536-1";"";"Y";"Accepted";"Thymus praecox";"Thymus praecox";"Opiz";"319494";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:461536-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"245";"245";"Thymus pulegioides agg.";0,9;"319546";"Thymus pulegioides";1;"species";"";"";NA;"L.";"Lamiaceae";"Thymus";"Thymus";1;"pulegioides";"pulegioides";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:461562-1";"";"Y";"Accepted";"Thymus pulegioides";"Thymus pulegioides";"L.";"319546";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:461562-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"246";"246";"Trifolium campestre";1;"208306";"Trifolium campestre";1;"species";"";"";NA;"Schreb.";"Fabaceae";"Trifolium";"Trifolium";1;"campestre";"campestre";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:522975-1";"";"Y";"Accepted";"Trifolium campestre";"Trifolium campestre";"Schreb.";"208306";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:522975-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"247";"247";"Trifolium dubium agg.";0,9;"208321";"Trifolium dubium";1;"species";"";"";NA;"Sibth.";"Fabaceae";"Trifolium";"Trifolium";1;"dubium";"dubium";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523099-1";"";"Y";"Accepted";"Trifolium dubium";"Trifolium dubium";"Sibth.";"208321";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523099-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"248";"248";"Trifolium medium";1;"209260";"Trifolium medium";1;"species";"";"";NA;"L.";"Fabaceae";"Trifolium";"Trifolium";1;"medium";"medium";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523361-1";"";"Y";"Accepted";"Trifolium medium";"Trifolium medium";"L.";"209260";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523361-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"249";"249";"Trifolium montanum";1;"208355";"Trifolium montanum";1;"species";"";"";NA;"L.";"Fabaceae";"Trifolium";"Trifolium";1;"montanum";"montanum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523419-1";"";"Y";"Accepted";"Trifolium montanum";"Trifolium montanum";"L.";"208355";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523419-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
